vehicle_density,waiting_time,flow_rate,queue_length,emergency_vehicle,opposing_density,green_duration
84,45,59,20,0,52,58
13,13,3,6,0,19,18
5,8,11,1,0,13,17
94,41,58,21,0,72,52
10,13,19,0,0,4,17
9,8,18,2,0,19,17
73,51,46,27,0,72,57
93,53,55,26,0,69,47
97,47,48,24,0,81,49
98,46,47,24,0,69,51
90,48,47,20,0,72,45
14,5,15,1,0,1,16
84,56,56,28,0,90,50
24,14,20,5,0,57,28
24,30,36,19,0,31,25
7,12,2,8,0,19,10
48,30,32,19,0,27,34
80,59,54,24,1,74,56
69,10,26,18,0,44,27
57,20,38,13,0,50,35
87,57,42,29,0,58,58
43,23,38,18,0,45,27
64,17,32,10,0,21,32
1,13,6,5,0,16,14
67,35,29,10,0,46,28
19,11,1,2,0,0,13
37,34,32,10,0,57,34
83,43,40,27,0,66,49
68,29,20,12,0,38,30
96,40,44,23,0,54,47
1,0,0,6,0,1,13
57,11,33,8,0,41,21
64,12,25,9,0,48,20
45,39,26,17,0,28,37
41,34,30,14,0,68,31
29,21,25,9,0,57,39
4,5,1,0,0,8,14
10,9,16,6,0,8,18
23,31,29,19,0,61,40
29,30,36,9,0,63,31
47,11,28,18,0,21,20
72,59,44,21,0,78,46
47,37,31,9,0,53,29
95,42,53,24,0,62,55
36,15,32,17,0,67,24
73,40,52,21,0,90,55
74,52,55,29,0,97,47
84,48,55,29,0,57,45
55,19,35,8,0,32,30
75,46,54,23,0,76,58
53,32,35,11,0,64,31
22,18,22,8,0,27,43
82,54,46,22,0,59,46
69,21,37,7,0,35,36
38,38,31,5,0,54,26
24,18,38,15,0,59,43
23,25,20,7,0,22,21
62,35,22,11,0,48,27
4,10,9,1,0,17,15
28,25,30,13,0,36,32
79,52,49,23,0,58,45
24,15,21,15,0,38,30
5,12,18,2,0,8,12
12,0,7,5,0,2,18
14,0,8,7,0,8,17
30,33,33,17,0,32,44
40,33,37,16,0,40,42
79,42,45,20,0,90,51
6,10,7,3,0,7,13
15,12,13,5,0,11,16
30,16,25,7,0,53,23
63,16,28,10,0,51,23
19,3,4,0,0,2,16
0,14,18,6,0,1,13
68,37,31,6,0,29,25
16,13,17,3,0,16,16
91,51,46,27,0,94,48
55,37,33,6,0,21,24
65,18,39,8,0,20,38
70,44,49,28,0,88,46
3,14,13,2,0,10,19
97,45,53,27,0,95,52
44,15,21,13,0,22,44
49,38,26,17,0,49,35
7,13,13,4,0,13,16
3,12,14,8,0,19,11
52,30,39,5,0,56,33
71,49,44,28,0,62,56
33,26,22,6,0,60,35
37,21,21,7,0,37,22
73,56,57,25,0,51,59
57,17,27,11,0,56,27
2,8,17,5,0,4,15
89,54,59,28,0,89,54
73,41,44,21,0,72,59
3,14,14,4,0,6,14
64,39,26,8,0,66,34
54,14,24,11,0,44,41
47,22,34,12,0,65,25
68,14,31,17,0,38,34
26,37,33,12,0,43,30
10,7,9,7,0,19,19
41,12,38,16,0,25,20
44,16,30,10,0,31,21
28,23,31,13,0,58,29
47,35,23,17,0,33,32
58,19,30,15,0,31,29
78,45,48,29,0,88,47
45,17,27,17,0,24,32
32,28,22,18,0,29,25
71,58,42,23,1,75,55
68,18,33,6,0,21,41
70,43,49,24,0,70,59
88,59,43,22,0,81,52
18,5,0,9,0,10,18
38,25,35,16,0,32,39
43,38,38,14,0,31,37
5,14,16,6,0,16,14
25,24,27,19,0,32,42
32,24,21,12,0,39,37
78,46,48,29,0,62,49
59,19,25,15,0,25,32
33,39,27,7,0,26,37
27,16,21,8,0,67,38
77,55,47,23,0,76,57
92,48,51,29,0,50,56
33,31,21,7,0,40,32
59,13,38,16,0,52,38
77,54,59,22,0,94,45
37,17,34,6,0,56,41
77,48,52,22,0,52,55
47,30,29,19,0,28,31
60,31,37,12,0,30,40
45,28,33,11,0,25,23
71,45,44,24,0,89,45
65,11,30,8,0,35,26
24,17,39,9,0,47,38
18,3,10,2,0,18,19
19,1,14,7,0,17,15
38,24,35,11,0,48,36
18,10,7,7,0,1,11
63,13,24,5,0,38,29
33,25,27,13,0,63,33
51,21,23,17,0,67,29
63,27,21,7,0,29,35
2,0,4,7,0,12,15
99,47,42,23,0,63,55
81,44,45,22,0,50,53
95,56,50,23,0,85,56
95,40,59,28,0,74,56
70,40,42,29,0,81,59
27,39,26,18,0,27,44
18,6,8,7,0,7,16
90,44,57,29,0,55,57
87,45,51,27,0,68,55
22,32,36,9,0,63,24
6,4,10,4,0,5,12
54,27,23,9,0,52,41
74,49,42,24,0,69,47
1,14,1,2,0,4,13
55,12,28,15,0,49,41
92,58,44,23,0,96,52
32,39,39,16,0,65,39
15,4,1,3,0,17,16
93,54,57,20,0,75,52
0,2,8,4,0,12,16
54,31,24,16,0,39,37
91,51,41,21,0,82,58
91,52,49,27,0,97,50
10,11,1,7,0,8,11
70,58,51,24,0,86,48
16,7,14,0,0,7,19
80,48,54,25,0,75,51
58,13,25,7,0,50,38
90,58,51,20,0,76,56
94,55,57,21,0,70,55
81,53,49,21,0,75,50
14,4,5,8,0,11,10
72,44,54,23,0,57,49
93,58,48,24,0,80,55
90,53,57,26,0,72,56
33,16,28,7,0,20,33
37,12,25,8,0,54,37
89,42,55,27,0,58,51
0,7,5,4,0,4,17
12,2,8,2,0,13,17
78,50,48,20,0,84,47
99,56,59,23,0,88,48
80,58,46,28,0,85,45
54,10,26,13,0,66,22
62,27,22,15,0,58,28
60,19,32,9,0,23,33
41,19,24,9,0,34,43
7,9,3,8,0,5,11
93,45,46,23,0,52,55
26,11,29,7,0,20,21
36,11,36,7,0,44,31
55,39,30,9,0,23,21
36,21,23,13,0,53,37
13,8,10,3,0,16,10
90,59,52,28,0,99,58
26,32,38,14,0,33,29
0,6,14,0,0,19,11
28,28,38,11,0,47,26
31,20,36,6,0,47,31
66,38,27,12,0,33,44
15,12,16,8,0,12,10
2,1,13,9,0,16,17
25,29,21,10,0,53,41
50,39,39,5,0,40,33
32,22,38,15,0,26,44
73,46,59,27,0,98,49
50,28,20,9,0,57,31
50,18,28,9,0,46,43
97,51,44,27,0,83,51
90,49,46,28,0,54,55
80,54,55,22,0,52,52
10,0,3,5,0,7,11
39,37,25,19,0,65,37
35,32,31,5,0,28,31
74,56,42,25,0,84,55
12,4,18,9,0,19,11
88,58,42,22,0,62,58
60,33,29,11,0,47,32
21,23,36,11,0,20,41
31,32,33,5,0,60,31
71,57,55,29,0,53,51
56,14,26,13,0,54,35
0,13,6,9,0,17,12
58,24,20,12,0,46,40
10,0,1,9,0,4,10
62,37,25,15,1,34,33
26,24,33,19,0,45,35
21,10,35,7,0,62,43
48,18,20,13,0,55,35
56,25,25,8,0,34,22
74,55,42,27,0,84,51
77,51,56,22,0,84,57
98,51,54,22,0,51,54
85,57,48,22,1,65,48
97,57,57,21,0,52,54
6,5,12,7,0,15,18
84,52,49,29,0,68,58
85,43,50,20,0,58,56
61,18,39,17,0,23,38
12,11,0,1,0,12,17
4,5,9,5,0,6,13
62,36,25,12,0,64,31
46,11,32,5,0,49,29
48,20,28,8,0,29,32
8,6,9,5,0,3,16
13,6,2,8,0,13,12
17,2,17,0,0,5,11
99,52,43,22,0,73,45
22,12,37,6,0,28,21
3,8,13,2,0,13,11
38,39,28,9,0,49,36
60,23,29,12,0,54,35
82,44,50,20,0,52,50
85,59,41,24,0,69,50
37,36,22,16,0,40,39
50,18,26,5,0,22,26
35,22,37,12,0,48,43
4,10,19,5,0,7,10
16,2,12,7,0,19,17
57,13,25,8,0,50,30
30,17,36,15,0,20,35
76,47,52,24,0,79,56
63,25,22,16,0,39,37
43,39,32,16,0,33,34
5,13,5,6,0,18,12
25,18,28,17,0,22,39
80,58,56,27,0,57,55
88,55,49,26,0,57,52
89,46,53,25,0,54,46
62,24,32,7,0,66,31
69,32,23,15,0,49,24
9,7,9,5,0,5,17
55,23,30,11,0,53,21
80,57,59,26,0,86,46
61,37,37,12,0,33,28
58,35,28,11,0,26,31
89,51,44,21,0,56,57
25,37,26,15,1,27,33
26,16,20,13,0,39,26
14,1,9,2,0,10,10
53,25,22,16,0,30,23
51,25,36,15,0,54,41
71,44,57,22,0,83,50
1,0,18,2,0,8,10
57,10,37,13,0,55,41
36,29,38,11,0,65,26
19,8,14,6,0,8,13
98,56,53,24,0,57,54
98,42,41,29,0,85,45
8,11,8,2,0,3,11
77,57,43,27,0,64,58
23,34,28,11,0,69,31
50,15,38,9,0,66,38
10,12,3,8,0,1,18
30,28,36,5,0,49,32
30,33,23,7,0,69,36
92,54,50,21,0,61,50
5,3,0,9,0,16,14
99,48,45,20,0,91,46
82,40,52,26,0,78,50
44,11,37,5,0,23,42
75,44,59,28,0,80,48
27,26,34,8,0,48,23
93,47,53,20,0,78,50
42,12,25,12,0,24,24
93,44,42,29,0,57,56
92,46,45,28,0,55,54
45,19,35,6,0,22,44
22,39,38,5,0,38,23
24,37,21,11,0,46,26
61,28,35,19,0,60,43
88,40,56,29,0,64,50
86,57,58,21,0,75,51
35,36,36,7,0,57,21
13,11,19,7,0,17,18
82,41,58,29,0,60,49
20,34,35,16,0,45,25
68,19,30,18,0,67,24
9,11,5,9,0,0,14
62,23,32,11,0,53,38
92,57,53,26,0,58,58
5,9,0,7,0,19,10
66,26,39,12,0,41,41
11,7,14,1,0,4,15
22,28,25,15,0,56,40
91,50,40,29,0,92,46
9,7,10,1,0,4,11
11,10,15,3,0,12,17
36,18,32,10,0,32,27
31,20,39,17,0,25,35
14,6,13,6,0,1,14
48,37,24,9,0,57,21
86,52,52,29,0,57,59
39,10,21,19,0,49,24
85,50,54,23,1,56,56
80,50,56,20,0,69,50
90,43,58,24,0,94,55
35,39,38,5,0,53,34
90,43,51,28,0,68,51
94,55,54,28,0,56,55
62,15,22,18,0,68,38
35,33,22,19,0,36,39
35,26,35,13,0,58,24
9,8,0,6,0,5,15
84,47,40,29,0,97,45
24,25,30,6,0,27,36
86,51,57,20,0,87,59
94,56,40,21,0,63,56
29,33,31,11,0,64,25
74,48,50,20,0,57,46
49,27,26,19,0,39,44
66,12,25,13,0,33,35
55,14,30,10,0,47,37
75,53,59,25,0,62,45
22,20,24,7,0,60,25
57,15,29,15,0,44,39
34,19,20,19,0,21,23
13,2,13,0,0,13,10
14,10,11,0,0,10,14
89,55,42,27,0,71,48
46,24,38,14,0,29,21
86,47,55,24,0,61,51
25,14,37,19,0,22,24
0,3,9,2,0,9,15
9,10,12,1,0,16,10
24,18,31,16,0,26,39
81,48,47,22,0,92,56
76,42,46,26,0,51,49
98,46,41,29,0,76,57
79,53,56,22,0,87,48
66,37,35,16,0,64,20
52,11,20,16,0,44,43
70,44,41,23,0,95,53
31,21,28,16,0,29,21
17,6,8,3,0,17,12
86,42,48,20,0,87,56
5,9,5,0,0,1,10
57,10,35,14,0,28,32
20,38,22,12,0,38,23
11,13,3,4,0,3,16
30,26,39,8,0,32,36
14,3,17,8,0,2,11
56,33,34,8,0,66,25
2,4,17,2,0,1,12
87,49,52,24,0,90,45
5,0,17,7,1,16,19
57,35,37,15,0,64,34
7,13,12,5,0,4,19
61,18,21,11,0,23,40
5,11,6,8,0,18,11
55,12,23,16,0,25,28
82,40,41,23,0,55,48
98,55,54,26,0,70,58
46,24,30,10,0,56,42
1,11,19,9,0,7,10
61,10,27,9,0,43,42
11,13,11,9,0,0,15
10,10,11,0,0,5,16
11,13,9,6,0,17,15
19,6,8,7,0,10,17
22,24,27,8,0,28,44
71,52,40,25,0,76,55
83,47,50,25,0,82,53
87,51,47,29,0,98,45
71,43,52,23,0,67,53
28,28,25,16,0,25,24
96,58,57,29,0,75,56
44,30,26,16,1,50,31
22,14,37,16,0,45,38
9,7,19,9,0,3,14
43,36,30,15,0,20,26
57,13,31,9,0,57,29
13,9,16,4,0,17,17
98,46,48,23,0,58,53
46,23,34,5,0,52,25
67,20,23,15,0,68,28
99,53,52,22,0,52,57
3,3,17,3,0,14,16
75,57,57,20,0,94,49
68,25,37,14,0,26,34
8,14,4,8,0,12,10
75,42,56,27,0,92,50
77,51,45,28,1,51,45
98,53,52,21,0,64,49
69,12,33,14,0,37,36
2,2,12,6,0,15,18
11,2,8,4,0,18,15
88,57,51,21,0,76,48
15,9,1,0,0,11,13
61,17,28,14,0,48,33
87,57,47,21,0,88,54
83,53,42,25,0,73,52
49,33,22,17,0,21,40
74,42,51,22,0,65,53
0,14,16,4,0,16,16
57,35,37,18,0,59,38
17,0,16,3,0,11,11
61,38,34,9,0,44,37
92,40,53,29,0,89,56
6,7,16,9,0,6,18
32,15,38,17,0,30,29
6,6,4,7,0,14,11
24,29,26,8,0,24,44
71,54,48,21,0,69,52
71,58,53,21,0,88,52
92,46,57,21,0,59,50
9,10,12,9,0,11,12
80,57,41,25,0,50,53
15,13,6,0,0,10,19
53,27,31,18,0,23,37
82,53,59,28,0,95,56
25,28,21,10,0,45,30
41,18,32,13,0,69,23
81,48,57,29,0,74,45
81,53,47,28,0,59,58
4,14,10,2,0,3,14
78,42,45,28,0,93,49
18,1,13,2,0,12,10
27,30,21,7,0,33,37
69,29,23,11,0,42,23
9,10,0,6,0,8,17
22,22,22,17,0,25,37
39,26,20,5,0,28,23
92,52,45,28,0,88,53
83,55,41,23,0,96,55
98,52,55,28,0,51,49
4,13,5,7,0,4,12
97,47,55,28,0,68,54
76,51,47,29,0,94,46
1,14,19,6,0,2,10
41,34,34,17,0,63,33
56,30,24,9,0,57,31
17,8,5,9,0,8,11
77,48,58,20,0,53,49
51,21,21,19,0,67,40
83,51,44,26,0,73,58
9,0,11,6,0,0,17
73,55,41,23,0,60,55
31,26,28,9,0,37,31
69,22,34,5,0,37,39
50,39,39,16,0,29,42
97,58,50,26,0,84,58
96,45,48,28,0,66,48
18,13,16,2,0,4,14
18,8,2,2,0,19,15
69,36,22,6,0,45,34
81,51,56,20,0,74,59
80,57,46,21,0,96,51
54,37,33,9,0,35,34
90,56,43,25,0,91,51
2,11,18,4,0,6,14
49,24,21,11,0,53,43
94,57,40,28,0,94,57
37,11,27,7,0,21,25
68,34,25,16,0,25,21
60,28,29,11,0,32,39
32,34,39,14,0,64,25
69,16,22,5,0,24,30
50,25,20,9,0,41,24
84,44,46,20,0,94,52
6,14,6,3,0,17,17
37,25,35,19,0,65,41
15,14,3,7,0,2,14
53,15,26,12,0,60,37
43,15,39,6,0,54,23
10,6,16,8,0,9,13
21,15,38,12,0,25,39
25,21,28,18,0,64,35
85,59,45,26,0,52,54
17,12,10,3,0,11,17
42,20,28,8,0,69,22
86,55,46,21,0,62,56
41,17,27,16,0,67,41
87,43,48,22,1,86,46
40,16,32,10,0,37,32
77,44,46,29,0,84,52
30,29,29,6,0,47,42
23,12,39,10,0,36,38
86,56,42,21,0,53,51
37,11,31,19,0,58,28
72,49,47,25,0,95,50
28,18,39,17,0,63,41
21,13,26,7,0,38,44
4,8,13,6,0,16,13
17,0,10,3,0,4,13
34,17,30,19,0,22,25
77,46,56,25,0,53,54
76,57,52,23,0,67,53
85,48,41,25,0,76,51
90,45,45,20,0,68,58
67,34,27,7,0,20,23
18,1,5,3,0,2,10
78,40,47,21,0,88,56
64,20,22,17,0,47,25
53,32,21,13,0,56,35
30,22,34,8,0,35,35
9,1,17,4,0,3,13
27,29,27,18,0,37,27
73,43,46,27,0,66,56
89,49,40,21,0,68,46
76,41,46,29,0,70,49
19,5,14,1,0,15,15
61,18,35,9,0,44,20
56,16,34,15,0,68,42
50,31,21,14,0,61,30
62,15,29,12,0,43,38
90,51,45,24,0,80,53
90,56,58,22,0,89,53
34,16,25,18,0,54,29
18,12,1,8,0,17,16
4,11,10,3,0,14,11
23,28,32,7,0,31,21
42,32,38,7,0,23,37
54,36,30,18,0,22,24
6,3,16,2,0,7,13
39,26,32,17,0,49,25
53,29,39,16,0,68,42
59,12,33,12,0,47,33
65,28,30,15,0,20,20
37,38,21,8,0,23,42
35,18,29,11,0,67,36
44,38,35,16,0,38,29
21,12,26,12,0,64,23
6,10,17,6,0,8,10
13,6,5,8,0,4,19
97,46,43,25,0,54,57
46,26,38,8,0,42,37
31,18,37,15,0,52,25
59,15,23,7,0,53,32
27,21,27,7,0,51,40
96,46,49,22,0,56,54
97,59,56,25,0,52,50
6,10,17,0,0,2,12
37,28,36,12,0,41,44
13,11,14,3,0,10,11
36,37,28,9,0,54,39
23,25,31,18,0,60,30
74,51,59,21,0,70,45
55,23,24,19,0,69,40
14,4,5,7,0,6,15
94,44,43,22,0,82,47
63,28,32,10,0,21,39
3,3,11,3,0,13,14
52,19,37,7,0,34,22
30,23,35,14,0,49,30
26,29,31,9,0,35,35
91,46,43,27,0,96,50
86,56,52,27,0,62,51
66,33,26,18,0,40,36
58,11,30,16,0,38,22
45,15,25,7,0,28,42
79,49,40,21,0,56,52
25,28,28,15,0,24,38
33,19,36,15,0,29,40
65,20,30,14,0,56,24
24,15,35,16,0,57,39
32,28,32,12,0,41,36
69,39,38,16,0,32,23
85,44,51,26,0,70,46
10,5,8,1,0,12,17
86,40,55,29,0,55,56
30,27,21,5,0,40,23
96,54,50,21,0,94,54
25,20,39,11,0,69,36
65,18,32,10,0,52,23
67,12,25,14,0,20,30
97,49,57,23,0,90,54
96,44,55,28,0,90,55
71,53,43,27,0,82,48
38,19,37,14,0,41,26
49,14,38,19,0,65,26
36,27,21,5,0,58,29
93,50,47,29,0,64,49
4,0,1,0,0,8,14
1,5,12,8,0,9,13
65,34,29,14,0,23,44
72,48,44,20,0,70,49
75,50,49,22,0,72,56
71,49,52,29,0,74,57
5,2,19,3,0,19,14
81,56,44,28,0,57,53
27,14,29,6,0,33,24
24,31,31,14,0,20,22
92,50,48,29,0,60,48
90,50,44,26,0,67,52
84,51,40,21,0,78,55
35,15,20,16,0,54,43
88,47,41,22,0,71,58
23,33,38,18,0,58,35
14,3,4,5,0,8,12
58,20,30,18,0,34,44
94,56,42,29,0,94,56
65,20,32,5,0,65,23
83,53,46,24,0,76,58
58,19,37,15,0,23,22
33,29,22,15,0,54,44
79,59,57,27,0,68,45
30,14,24,17,1,67,31
47,30,28,15,0,44,27
1,5,1,2,0,16,14
4,7,8,8,0,17,12
10,4,2,8,0,4,14
16,9,6,1,0,13,11
36,34,25,9,0,58,44
30,14,25,11,0,54,44
21,29,23,9,0,63,34
3,10,2,5,0,2,17
92,57,53,24,0,63,55
46,33,21,16,0,39,34
56,11,25,12,0,40,32
60,21,29,15,0,44,35
14,13,2,3,0,19,16
46,14,27,15,0,63,39
83,41,51,28,0,55,50
38,29,25,14,0,48,42
29,20,27,10,0,37,34
44,26,24,13,0,55,30
15,5,19,9,0,14,16
69,16,33,13,0,25,30
37,21,25,10,0,40,34
95,41,53,24,0,83,49
34,16,31,15,0,66,26
47,11,21,7,0,65,34
98,51,58,25,0,59,47
4,7,6,2,0,10,15
26,25,31,12,0,69,33
85,45,40,25,0,61,53
58,36,22,12,0,69,40
52,39,30,7,0,63,25
86,56,43,20,0,75,45
29,11,35,15,0,58,29
55,39,28,9,0,20,31
7,8,12,8,0,7,10
58,37,35,12,0,54,42
34,26,37,9,0,46,31
55,37,28,19,0,30,37
15,11,17,3,0,15,12
98,50,52,27,1,80,45
54,13,31,12,0,65,30
65,36,21,7,0,27,21
83,58,59,23,0,75,56
29,18,22,5,0,42,37
11,9,3,8,0,7,12
35,39,28,15,0,33,24
75,40,52,28,0,52,50
77,43,45,29,0,77,54
2,12,19,8,0,14,10
0,14,3,3,0,0,16
51,33,33,19,0,20,38
6,1,14,2,0,3,11
85,53,53,26,0,63,54
62,34,25,15,0,68,44
35,21,33,6,0,27,37
1,12,15,6,0,9,12
38,19,36,12,0,52,26
90,57,40,21,0,83,57
97,47,59,25,0,70,54
89,47,56,28,0,52,52
87,49,43,29,0,94,50
38,27,27,6,0,62,36
37,23,36,12,0,40,30
75,58,55,26,0,86,45
18,3,0,0,0,5,15
56,12,34,11,0,33,22
73,45,59,24,0,64,49
20,13,30,14,0,38,41
69,18,28,8,0,31,43
71,49,57,25,0,81,46
13,5,10,2,0,17,19
90,44,43,29,0,80,48
97,56,53,24,0,59,46
26,16,38,13,0,63,29
92,46,45,23,1,83,57
27,22,33,9,0,33,42
12,0,8,6,0,10,19
76,43,58,25,0,70,57
97,45,52,21,0,63,57
23,23,37,15,0,53,22
15,13,0,9,0,16,12
15,7,1,6,0,5,11
2,11,4,2,0,6,10
82,54,58,26,0,77,54
59,17,28,17,0,32,21
41,10,33,10,1,52,40
96,42,54,21,0,96,56
60,10,38,12,0,60,20
33,23,23,11,0,53,37
52,32,33,13,0,69,26
43,28,23,18,0,25,43
70,56,43,24,0,94,48
95,50,59,20,0,85,55
82,53,51,24,0,83,59
31,15,23,12,0,59,27
44,21,23,18,0,68,43
76,52,50,22,0,92,52
68,26,30,5,0,43,44
58,29,20,16,0,54,43
71,40,59,26,0,80,55
24,23,25,11,0,58,37
28,16,33,6,0,64,26
21,15,31,17,0,45,31
95,53,42,22,0,97,50
12,9,7,7,0,19,10
77,50,59,26,0,79,49
81,50,48,26,0,78,58
28,14,22,13,0,37,32
60,38,26,19,0,30,23
87,42,41,23,0,53,56
49,28,38,16,0,34,22
66,29,26,8,0,26,41
49,38,28,14,0,42,31
84,55,41,28,0,76,59
59,39,35,11,0,54,36
85,44,44,22,0,89,45
44,27,26,14,0,23,30
84,42,58,23,0,63,47
78,54,48,23,0,73,45
79,40,43,29,0,97,46
18,8,19,9,0,4,17
41,27,34,17,0,24,27
4,4,10,6,0,16,13
52,18,30,16,0,30,20
24,24,29,16,0,61,43
11,1,18,3,0,13,17
42,36,23,13,0,31,37
55,25,37,7,0,54,36
32,15,38,13,0,54,34
74,46,48,25,0,79,47
34,12,23,5,0,41,26
35,23,36,9,0,56,39
9,0,16,7,0,16,11
4,10,9,5,0,9,14
46,15,21,13,0,37,29
73,51,47,28,0,90,56
3,0,9,4,0,4,14
96,43,49,21,0,55,58
93,44,58,23,0,64,45
94,52,59,27,0,64,55
37,33,32,15,0,58,31
75,48,55,27,0,68,51
19,6,12,6,0,0,10
72,41,57,27,0,71,47
76,55,55,29,0,97,54
45,31,28,8,0,68,27
46,18,31,17,0,27,34
33,37,34,16,0,63,41
44,18,32,17,0,55,39
72,50,41,25,0,81,54
65,25,37,15,0,55,37
63,16,35,5,0,48,40
37,10,21,18,0,55,43
28,24,24,10,0,31,26
81,49,42,21,0,74,58
5,12,9,5,0,7,14
38,28,23,14,0,26,37
25,22,36,19,0,42,36
51,14,22,13,0,22,28
83,56,47,20,0,88,53
48,13,24,6,0,44,44
8,0,11,3,0,9,10
65,26,38,14,0,30,35
37,20,30,13,1,51,21
67,17,35,8,0,64,21
69,33,24,5,0,42,42
75,49,56,24,0,89,45
15,7,14,6,0,6,10
54,38,34,17,0,30,21
14,13,6,0,0,13,15
91,58,49,20,0,69,45
58,21,25,12,0,29,44
67,26,20,11,0,49,28
95,49,49,29,0,96,54
19,0,10,2,0,2,15
61,38,35,8,0,37,23
73,58,59,22,0,94,53
39,27,25,12,0,25,25
44,26,36,9,0,28,39
28,36,27,7,0,23,25
90,49,55,28,1,67,53
42,38,31,18,0,52,32
2,13,17,7,0,0,19
3,10,15,4,0,10,11
93,52,51,20,0,74,47
80,43,50,21,0,93,55
18,13,3,5,0,10,15
37,39,33,15,0,68,41
23,35,27,12,0,31,24
51,38,20,13,0,44,27
6,3,14,9,0,17,15
58,28,27,15,0,67,22
9,9,15,2,0,12,19
38,24,25,10,0,39,36
92,50,57,23,0,76,52
87,56,48,22,0,72,56
25,33,28,14,0,25,32
61,37,38,12,0,24,31
70,45,58,24,0,73,53
4,9,14,3,0,6,17
60,15,39,6,0,23,39
20,28,37,6,0,32,33
44,23,34,13,0,22,28
38,29,39,16,0,63,33
94,41,50,28,0,68,54
78,42,53,23,0,74,48
21,34,34,11,0,64,44
30,23,36,10,0,50,21
7,11,12,6,0,12,16
85,53,44,27,0,80,52
7,6,7,2,0,3,11
25,23,25,5,0,45,40
95,40,58,21,0,66,46
23,39,37,9,0,31,34
2,10,19,4,0,17,15
30,12,33,16,0,33,34
92,48,58,26,0,78,59
33,32,27,17,0,20,24
35,34,38,8,0,51,22
74,59,40,28,0,70,45
11,1,1,5,0,18,17
97,43,43,20,0,80,45
92,59,52,24,0,71,57
31,29,29,6,0,23,40
70,57,54,21,0,59,48
69,10,26,8,0,69,28
5,2,18,5,0,8,17
74,45,54,27,0,67,51
31,21,26,16,0,23,29
47,24,27,18,0,59,33
18,13,6,0,0,17,11
69,29,39,5,0,68,38
52,16,27,9,0,49,26
91,47,41,24,0,71,45
67,10,36,8,0,27,38
9,0,15,5,0,4,11
50,22,32,15,0,37,43
3,4,4,1,0,15,12
23,14,26,11,0,36,25
75,46,41,21,0,88,53
93,41,51,22,0,82,59
33,33,32,18,0,21,34
57,37,36,19,0,50,25
8,5,9,7,0,1,13
33,31,24,12,0,68,25
87,50,43,23,0,68,59
1,12,3,3,0,11,12
44,37,34,14,0,32,35
50,10,36,15,0,42,33
61,29,30,19,0,40,41
26,21,21,11,0,51,24
11,8,3,4,0,18,12
49,13,28,6,0,28,27
38,31,37,7,0,41,36
15,0,7,6,0,3,16
22,34,21,5,0,57,33
73,55,49,28,0,92,45
6,13,0,5,0,9,14
1,10,11,0,0,7,18
64,38,23,7,0,59,30
18,11,5,2,0,3,13
56,24,24,11,0,66,25
40,34,38,16,0,41,33
94,44,48,20,0,78,46
41,36,25,19,1,23,34
35,31,22,16,0,29,20
47,35,37,5,0,42,26
82,49,53,20,0,53,47
40,36,38,18,0,33,22
54,37,31,10,0,38,35
65,22,31,9,0,21,30
85,47,42,24,0,85,52
34,38,36,9,0,38,31
78,58,43,29,1,67,57
27,26,20,19,0,42,36
28,23,36,14,0,20,39
35,18,33,5,0,20,30
30,15,26,17,0,35,44
66,17,39,5,0,64,22
32,26,33,18,0,63,35
85,43,45,22,0,89,50
13,13,1,5,0,15,19
4,8,11,2,0,9,18
62,34,35,16,0,51,22
11,13,8,2,0,6,15
90,46,45,23,0,59,59
73,54,45,20,0,81,57
70,41,58,21,0,78,48
71,56,42,23,0,54,58
73,51,45,23,0,64,51
33,27,26,13,0,57,25
61,13,29,10,0,65,37
61,28,23,9,0,61,32
43,12,38,13,0,59,23
60,16,30,13,0,32,22
62,35,24,8,0,63,37
7,13,15,3,0,8,11
69,30,28,15,0,51,42
16,9,18,0,0,2,11
95,41,47,20,1,88,45
90,53,41,20,0,80,56
76,43,49,26,0,79,57
78,44,45,27,0,68,55
0,4,8,4,0,14,14
69,30,29,12,0,45,23
82,41,54,21,0,95,46
72,42,57,26,0,74,49
38,22,35,7,0,46,26
89,49,47,21,0,67,56
94,41,56,23,0,64,46
44,21,36,5,0,24,44
19,13,5,1,0,14,12
36,23,29,7,0,64,20
87,56,51,25,0,98,54
10,9,0,7,0,15,10
86,58,53,26,0,63,53
1,3,7,3,0,14,11
28,17,30,10,0,26,38
31,22,20,9,0,66,41
27,33,22,16,0,35,26
42,35,25,6,0,57,44
36,28,35,6,0,21,22
63,29,32,11,0,34,37
27,25,39,16,0,36,37
81,42,51,28,0,93,53
94,55,54,24,0,94,52
61,16,39,9,0,37,39
98,59,49,27,0,74,49
77,52,40,28,0,85,50
67,10,28,12,0,37,35
60,37,39,6,0,55,35
2,5,16,2,0,9,15
27,38,22,6,0,63,39
96,58,54,24,0,78,56
89,50,54,25,0,73,58
10,3,6,2,0,3,13
52,17,35,9,0,56,33
19,11,10,6,0,4,11
83,59,45,20,0,62,56
73,50,40,24,0,86,53
32,20,37,14,0,43,28
37,19,34,16,0,66,33
29,10,39,11,0,30,40
3,12,9,6,0,15,18
52,14,37,8,0,42,25
83,54,55,25,0,55,50
11,1,3,6,0,9,12
5,13,14,2,0,17,19
77,42,54,29,0,68,56
83,56,42,26,0,66,59
76,59,42,25,0,54,46
12,3,6,3,0,5,17
